# zs        u          g          r          i          z          u-g                     g-r                  r-i                  i-z                     eu          eg           er           ei           ez           eu-g                  eg-r                  er-i                   ei-z                  
4.465999999999999970e-01 2.524458999999999875e+01 2.199006999999999934e+01 2.026179000000000130e+01 1.934581999999999979e+01 1.882267999999999830e+01 3.254519999999999413e+00 1.728279999999998040e+00 9.159700000000015052e-01 5.231400000000014927e-01 1.504110999999999976e+00 1.660908000000000106e-01 4.963701000000000224e-02 3.392641999999999880e-02 7.624459000000000097e-02 1.513253466596273800e+00 1.733493196017224236e-01 6.012349570472844823e-02 8.345201901862231431e-02
5.189000000000000279e-01 2.421459000000000117e+01 2.235760000000000147e+01 2.075949999999999918e+01 1.994293000000000049e+01 1.942354999999999876e+01 1.856989999999999696e+00 1.598100000000002296e+00 8.165699999999986858e-01 5.193800000000017292e-01 1.866846999999999923e+00 1.890994000000000008e-01 6.246477999999999753e-02 4.976487999999999745e-02 1.083249000000000017e-01 1.876399825327576654e+00 1.991492701990353609e-01 7.986483595339566310e-02 1.192091743173502583e-01
4.010000000000000231e-01 2.342648000000000152e+01 2.200253000000000014e+01 2.060435999999999979e+01 1.986531000000000091e+01 1.959146000000000143e+01 1.423950000000001381e+00 1.398170000000000357e+00 7.390499999999988745e-01 2.738499999999994827e-01 9.698611999999999789e-01 1.385258000000000045e-01 4.992391999999999663e-02 4.340602999999999823e-02 1.075152000000000052e-01 9.797041107043901187e-01 1.472473940475905463e-01 6.615497886423439555e-02 1.159465466126563954e-01
4.877000000000000224e-01 2.357576999999999856e+01 2.223692000000000135e+01 2.070251000000000019e+01 1.974408000000000030e+01 1.940623000000000076e+01 1.338849999999997209e+00 1.534410000000001162e+00 9.584299999999998931e-01 3.378499999999995396e-01 1.112295000000000034e+00 1.297032999999999936e-01 5.102922000000000013e-02 3.559684999999999933e-02 1.098998000000000058e-01 1.119831734260058331e+00 1.393805127150075929e-01 6.221830135684274649e-02 1.155210014238212124e-01
6.982000000000000428e-01 2.438293000000000177e+01 2.254963000000000051e+01 2.101017999999999830e+01 1.969886999999999944e+01 1.921273000000000053e+01 1.833300000000001262e+00 1.539450000000002206e+00 1.311309999999998865e+00 4.861399999999989063e-01 1.314395999999999898e+00 1.958272000000000068e-01 6.963239999999999708e-02 3.709214999999999735e-02 7.690252999999999672e-02 1.328903735067307190e+00 2.078387918305916460e-01 7.889549240218035608e-02 8.538048203203937869e-02
5.497999999999999554e-01 2.423140000000000072e+01 2.196493999999999858e+01 2.019206000000000145e+01 1.907340999999999909e+01 1.867286000000000001e+01 2.266460000000002140e+00 1.772879999999997125e+00 1.118650000000002365e+00 4.005499999999990735e-01 2.499378999999999795e+00 1.808764999999999956e-01 5.763499999999999873e-02 3.462740000000000262e-02 8.053757000000000277e-02 2.505915340527937296e+00 1.898370392659188000e-01 6.723726686711767320e-02 8.766616800262744258e-02
5.201999999999999957e-01 2.593690000000000140e+01 2.237030000000000030e+01 2.086142999999999859e+01 1.994016999999999840e+01 1.950503000000000142e+01 3.566600000000001103e+00 1.508870000000001710e+00 9.212600000000001899e-01 4.351399999999969737e-01 7.618321999999999594e-01 1.854234999999999911e-01 6.457372999999999585e-02 4.625197999999999809e-02 1.095099999999999962e-01 7.840728125047379260e-01 1.963457179527042795e-01 7.942929094504935783e-02 1.188767670906321350e-01
5.963000000000000522e-01 2.305210999999999899e+01 2.136271999999999949e+01 2.026724000000000103e+01 1.931804999999999950e+01 1.904401999999999973e+01 1.689389999999999503e+00 1.095479999999998455e+00 9.491900000000015325e-01 2.740299999999997738e-01 1.018121000000000054e+00 8.565454000000000123e-02 4.995762000000000119e-02 3.438099000000000016e-02 1.180091000000000057e-01 1.021717706053688612e+00 9.915878185353024787e-02 6.064500201537221385e-02 1.229154187081104160e-01
6.066000000000000281e-01 2.211656999999999940e+01 2.194856000000000051e+01 2.062447999999999837e+01 1.959455000000000169e+01 1.939830999999999861e+01 1.680099999999988825e-01 1.324080000000002144e+00 1.029929999999996681e+00 1.962400000000030786e-01 4.952023999999999870e-01 2.034670000000000090e-01 7.737893999999999328e-02 5.065661999999999943e-02 1.387054000000000065e-01 5.353729887235253448e-01 2.176839921641543218e-01 9.248563945471750813e-02 1.476661137126064061e-01
5.291000000000000147e-01 2.279478999999999900e+01 2.185549999999999926e+01 2.013713999999999871e+01 1.918224999999999980e+01 1.867282000000000153e+01 9.392899999999997362e-01 1.718360000000000554e+00 9.548899999999989063e-01 5.094299999999982731e-01 8.066818999999999518e-01 1.383444000000000063e-01 4.645215999999999928e-02 3.474668000000000201e-02 6.866292999999999702e-02 8.184588326843140749e-01 1.459348353890379535e-01 5.800978313774323575e-02 7.695407544248257514e-02
6.473999999999999755e-01 2.369865000000000066e+01 2.268145000000000167e+01 2.101304999999999978e+01 1.980621000000000009e+01 1.934114999999999895e+01 1.017199999999998994e+00 1.668400000000001882e+00 1.206839999999999691e+00 4.650600000000011391e-01 1.297703000000000051e+00 2.459494999999999876e-01 7.633507000000000486e-02 4.015015000000000250e-02 9.335691000000000128e-02 1.320804388529675633e+00 2.575232017938478557e-01 8.625008670678192824e-02 1.016245402930345404e-01
4.682999999999999940e-01 2.375326000000000093e+01 2.143656000000000006e+01 1.964365000000000094e+01 1.880471999999999966e+01 1.837225000000000108e+01 2.316700000000000870e+00 1.792909999999999116e+00 8.389300000000012858e-01 4.324699999999985778e-01 1.566135999999999973e+00 9.941247000000000278e-02 2.891252000000000058e-02 2.165850999999999887e-02 6.481156000000000417e-02 1.569287994501806116e+00 1.035315073021314675e-01 3.612512793292917829e-02 6.833468639756606899e-02
4.244999999999999885e-01 2.328868999999999900e+01 2.221441000000000088e+01 2.074349000000000132e+01 2.000052000000000163e+01 1.981937999999999889e+01 1.074279999999998125e+00 1.470919999999999561e+00 7.429699999999996862e-01 1.811400000000027433e-01 7.860116000000000325e-01 1.368360999999999883e-01 4.942640999999999701e-02 3.928718999999999961e-02 1.472703999999999958e-01 7.978335375238183591e-01 1.454891345382812173e-01 6.313836633604166804e-02 1.524206482542837804e-01
5.254999999999999671e-01 2.273694000000000059e+01 2.109271000000000029e+01 1.961742999999999881e+01 1.867689000000000021e+01 1.816244999999999976e+01 1.644230000000000302e+00 1.475280000000001479e+00 9.405399999999985994e-01 5.144400000000004525e-01 1.216528999999999971e+00 9.971755000000000202e-02 4.161341000000000345e-02 2.929123999999999964e-02 7.952265999999999502e-02 1.220609027337993480e+00 1.080521432912397162e-01 5.088862969825087151e-02 8.474567950174922981e-02
5.091999999999999860e-01 2.267315999999999931e+01 2.176629000000000147e+01 2.038108000000000075e+01 1.954261999999999944e+01 1.892567999999999984e+01 9.068699999999978445e-01 1.385210000000000719e+00 8.384600000000013154e-01 6.169399999999995998e-01 6.146224000000000132e-01 9.648400999999999506e-02 4.382679999999999909e-02 3.366986999999999758e-02 8.263262999999999858e-02 6.221493862147902121e-01 1.059714706131801298e-01 5.526706563638873054e-02 8.922898456518374433e-02
5.451000000000000290e-01 2.362982999999999834e+01 2.222544999999999860e+01 2.055280000000000129e+01 1.964589000000000141e+01 1.931835999999999842e+01 1.404379999999999740e+00 1.672649999999997306e+00 9.069099999999998829e-01 3.275300000000029854e-01 1.085490999999999984e+00 1.570226000000000122e-01 4.761916000000000065e-02 3.248001999999999834e-02 1.065263999999999933e-01 1.096789317960272570e+00 1.640843725339668213e-01 5.764144427671812065e-02 1.113679738352117005e-01
4.456999999999999851e-01 2.210313000000000017e+01 2.085145999999999944e+01 1.906034000000000006e+01 1.827783000000000158e+01 1.779845999999999862e+01 1.251670000000000726e+00 1.791119999999999379e+00 7.825099999999984846e-01 4.793700000000029604e-01 6.026510000000000478e-01 7.815716000000000330e-02 2.263207000000000066e-02 1.700768000000000071e-02 3.737519999999999731e-02 6.076979261609057881e-01 8.136800508646196972e-02 2.831027678189141500e-02 4.106296085308997618e-02
6.381999999999999895e-01 2.539655000000000129e+01 2.268545999999999907e+01 2.088738999999999990e+01 1.983557000000000059e+01 1.937064000000000163e+01 2.711090000000002220e+00 1.798069999999999169e+00 1.051819999999999311e+00 4.649299999999989552e-01 9.468077999999999772e-01 2.319012000000000018e-01 6.366362999999999883e-02 3.789746000000000087e-02 1.113544000000000062e-01 9.747939149903840361e-01 2.404812349149448858e-01 7.408964340060289477e-02 1.176266120986726449e-01
4.937000000000000277e-01 2.374247000000000085e+01 2.227317999999999998e+01 2.055699999999999861e+01 1.968064000000000036e+01 1.920911999999999864e+01 1.469290000000000873e+00 1.716180000000001371e+00 8.763599999999982515e-01 4.715200000000017155e-01 1.159415000000000084e+00 1.752606999999999915e-01 5.079225999999999880e-02 3.825572000000000000e-02 7.988531000000000104e-02 1.172586651463119134e+00 1.824723722660435976e-01 6.358737129828531676e-02 8.857292400341371108e-02
5.518999999999999462e-01 2.480380999999999858e+01 2.246417999999999893e+01 2.075686999999999927e+01 1.975675000000000026e+01 1.942502999999999957e+01 2.339629999999999654e+00 1.707309999999999661e+00 1.000119999999999010e+00 3.317200000000006810e-01 1.567770000000000108e+00 2.263330000000000064e-01 6.421696999999999822e-02 3.965387000000000078e-02 1.003533999999999954e-01 1.584023168955871030e+00 2.352667552481244873e-01 7.547349628815269718e-02 1.079038196614786060e-01
6.642000000000000126e-01 2.475074000000000041e+01 2.220460999999999885e+01 2.108417999999999992e+01 2.013326999999999956e+01 1.969560999999999851e+01 2.546130000000001559e+00 1.120429999999998927e+00 9.509100000000003661e-01 4.376600000000010482e-01 1.440946000000000060e+00 1.669879999999999975e-01 8.388927000000000189e-02 5.709245999999999766e-02 1.662855000000000028e-01 1.450589661847898393e+00 1.868753642541811921e-01 1.014739306915056760e-01 1.758135845124079166e-01
4.739999999999999769e-01 2.265068000000000126e+01 2.207128000000000156e+01 2.043390000000000128e+01 1.962781000000000020e+01 1.909722999999999971e+01 5.793999999999996930e-01 1.637380000000000280e+00 8.060900000000010834e-01 5.305800000000004957e-01 4.711170000000000080e-01 1.361214000000000035e-01 4.070035999999999793e-02 3.230579000000000089e-02 6.396396000000000026e-02 4.903878701874262447e-01 1.420758770590194175e-01 5.196328869166866316e-02 7.165927885770062566e-02
5.401000000000000245e-01 2.527461999999999875e+01 2.195909999999999940e+01 2.049996000000000151e+01 1.950729000000000113e+01 1.908735000000000070e+01 3.315519999999999357e+00 1.459139999999997883e+00 9.926700000000003854e-01 4.199400000000004241e-01 1.000413999999999914e+00 1.253574000000000077e-01 4.508474999999999983e-02 3.058686000000000044e-02 6.609955000000000691e-02 1.008237397208990638e+00 1.332182885992854171e-01 5.448110394643358029e-02 7.283341619656530375e-02
4.953000000000000180e-01 2.328950999999999993e+01 2.240907999999999944e+01 2.045432999999999879e+01 1.961845999999999890e+01 1.905188000000000059e+01 8.804300000000004900e-01 1.954750000000000654e+00 8.358699999999998909e-01 5.665799999999983072e-01 9.223999000000000503e-01 2.089334999999999942e-01 4.886675000000000046e-02 3.752646999999999927e-02 7.239938999999999403e-02 9.457667698445849647e-01 2.145720547457485028e-01 6.161327134817141254e-02 8.154696575000812409e-02
5.435999999999999721e-01 2.350142999999999915e+01 2.239049999999999940e+01 2.027364999999999995e+01 1.933768999999999849e+01 1.908289999999999864e+01 1.110929999999999751e+00 2.116849999999999454e+00 9.359600000000014575e-01 2.547899999999998499e-01 1.173335999999999935e+00 2.085992000000000124e-01 4.292557999999999790e-02 2.830687000000000134e-02 9.708057999999999965e-02 1.191734448246185352e+00 2.129700252593693111e-01 5.141871553756763996e-02 1.011232807138558870e-01
5.265999999999999570e-01 2.562546000000000035e+01 2.289101000000000141e+01 2.083005999999999958e+01 1.988711999999999946e+01 1.944784999999999897e+01 2.734449999999998937e+00 2.060950000000001836e+00 9.429400000000001114e-01 4.392700000000004934e-01 7.126905999999999519e-01 2.510781999999999736e-01 5.318619000000000124e-02 3.421458000000000138e-02 1.022314000000000001e-01 7.556243470426292630e-01 2.566496314471464202e-01 6.324087516229119632e-02 1.078049007723507896e-01
5.360000000000000320e-01 2.429119000000000028e+01 2.237653999999999854e+01 2.055816000000000088e+01 1.956167999999999907e+01 1.899530999999999992e+01 1.914650000000001739e+00 1.818379999999997665e+00 9.964800000000018088e-01 5.663699999999991519e-01 1.768955999999999973e+00 1.895500999999999991e-01 5.685338999999999671e-02 3.787424000000000346e-02 7.626805000000000390e-02 1.779082508020920939e+00 1.978927698641415878e-01 6.831373222178466209e-02 8.515440978822001739e-02
6.336000000000000520e-01 2.257734999999999914e+01 2.169650999999999996e+01 2.019394000000000133e+01 1.945084999999999908e+01 1.914669999999999916e+01 8.808399999999991792e-01 1.502569999999998629e+00 7.430900000000022487e-01 3.041499999999999204e-01 7.415450999999999571e-01 1.418319000000000107e-01 5.095435000000000242e-02 3.963672000000000029e-02 1.321041000000000021e-01 7.549870351149217118e-01 1.507071121133057301e-01 6.455552150111483478e-02 1.379223071485116969e-01
5.001999999999999780e-01 2.363557000000000130e+01 2.251194999999999879e+01 2.061723999999999890e+01 1.976160000000000139e+01 1.959356000000000009e+01 1.123620000000002506e+00 1.894709999999999894e+00 8.556399999999975137e-01 1.680400000000012994e-01 1.082618000000000080e+00 2.124484000000000095e-01 5.134189000000000114e-02 3.558685999999999794e-02 1.140933999999999976e-01 1.103266086031180482e+00 2.185642064276127061e-01 6.246930665080011741e-02 1.195145536251531193e-01
6.317000000000000393e-01 2.454082000000000008e+01 2.225412000000000035e+01 2.038185000000000002e+01 1.916383000000000081e+01 1.858896999999999977e+01 2.286699999999999733e+00 1.872270000000000323e+00 1.218019999999999214e+00 5.748600000000010368e-01 1.943640000000000034e+00 2.694218999999999919e-01 6.221038000000000262e-02 3.507394999999999957e-02 6.808751999999999860e-02 1.962224403527693006e+00 2.765109248824617061e-01 7.141647812897874981e-02 7.659041942927913293e-02
4.905999999999999805e-01 2.269090999999999880e+01 2.187725000000000009e+01 2.029437000000000069e+01 1.941273999999999944e+01 1.889702000000000126e+01 8.136599999999987176e-01 1.582879999999999399e+00 8.816300000000012460e-01 5.157199999999981799e-01 5.286870000000000180e-01 9.856611999999999318e-02 3.687793000000000321e-02 2.728192999999999938e-02 6.046036999999999939e-02 5.377966381271404028e-01 1.052390694226212758e-01 4.587249094620653167e-02 6.633068705404610022e-02
5.282000000000000028e-01 2.266359999999999886e+01 2.175298000000000087e+01 2.035349000000000075e+01 1.958073999999999870e+01 1.912501999999999924e+01 9.106199999999979866e-01 1.399490000000000123e+00 7.727500000000020464e-01 4.557199999999994589e-01 7.718131999999999771e-01 1.429567999999999950e-01 5.461259000000000252e-02 4.140595999999999860e-02 1.232986999999999972e-01 7.849409292172755404e-01 1.530332697577494183e-01 6.853457893669223644e-02 1.300654563872037373e-01
5.518999999999999462e-01 2.555786000000000158e+01 2.247391000000000005e+01 2.068693999999999988e+01 1.960679000000000016e+01 1.911972000000000094e+01 3.083950000000001523e+00 1.786970000000000169e+00 1.080149999999999721e+00 4.870699999999992258e-01 1.012574000000000085e+00 2.331898000000000026e-01 5.857447999999999821e-02 3.351294999999999968e-02 7.252403000000000322e-02 1.039078239739452902e+00 2.404338839084674551e-01 6.748397976537023890e-02 7.989275777655568955e-02
3.528999999999999915e-01 2.324876000000000076e+01 2.151761000000000124e+01 2.007274999999999920e+01 1.932532000000000139e+01 1.900713000000000008e+01 1.731149999999999523e+00 1.444860000000002032e+00 7.474299999999978183e-01 3.181900000000013051e-01 1.048289999999999944e+00 9.925235999999999781e-02 3.530252999999999863e-02 2.668676999999999855e-02 6.584745000000000181e-02 1.052978136081452298e+00 1.053437211701319237e-01 4.425440449756159328e-02 7.104977385280969449e-02
6.360999999999999988e-01 2.462775999999999854e+01 2.300931999999999888e+01 2.089893000000000001e+01 1.958753000000000100e+01 1.925017000000000067e+01 1.618439999999999657e+00 2.110389999999998878e+00 1.311399999999999011e+00 3.373600000000003263e-01 1.759406000000000025e+00 3.982172999999999963e-01 7.804611000000000187e-02 3.681167999999999940e-02 9.115001999999999827e-02 1.803908670319894547e+00 4.057933135297107086e-01 8.629191775916501828e-02 9.830272595621547538e-02
6.368000000000000327e-01 2.206994999999999862e+01 2.197812000000000054e+01 2.114554000000000045e+01 2.010191000000000017e+01 1.991578000000000159e+01 9.182999999999807983e-02 8.325800000000000978e-01 1.043630000000000280e+00 1.861299999999985744e-01 3.103596000000000132e-01 1.320888000000000062e-01 7.739733999999999503e-02 4.976066999999999990e-02 1.377075000000000105e-01 3.372988769586996449e-01 1.530940865106017179e-01 9.201343661620567382e-02 1.464222655032317855e-01
4.757000000000000117e-01 2.223883000000000010e+01 2.127152999999999849e+01 1.977918000000000021e+01 1.900315000000000154e+01 1.848768000000000100e+01 9.673000000000016030e-01 1.492349999999998289e+00 7.760299999999986653e-01 5.154700000000005389e-01 5.951020999999999672e-01 1.089519000000000043e-01 3.895355000000000345e-02 3.206731000000000165e-02 6.474784000000000095e-02 6.049934098302393037e-01 1.157060740463200649e-01 5.045484543865534632e-02 7.225368610182943130e-02
5.266999999999999460e-01 2.221768000000000143e+01 2.201920000000000144e+01 2.048161999999999949e+01 1.942172000000000054e+01 1.906192000000000064e+01 1.984799999999999898e-01 1.537580000000001945e+00 1.059899999999998954e+00 3.597999999999998977e-01 4.362117999999999829e-01 1.585736000000000090e-01 5.356344999999999856e-02 3.428741999999999901e-02 7.894326999999999595e-02 4.641404109493160735e-01 1.673757144655774187e-01 6.359772280639378050e-02 8.606780494789732783e-02
4.878000000000000114e-01 2.253350999999999971e+01 2.249258000000000024e+01 2.079114999999999824e+01 1.984947000000000017e+01 1.954658999999999835e+01 4.092999999999946681e-02 1.701430000000001996e+00 9.416799999999980741e-01 3.028800000000018144e-01 4.652026000000000217e-01 1.902592999999999923e-01 5.247418999999999695e-02 3.448273999999999784e-02 1.150272999999999990e-01 5.026052728366964262e-01 1.973629698110719310e-01 6.279012640585858451e-02 1.200847163597333067e-01
5.796999999999999931e-01 2.424494999999999933e+01 2.206669000000000125e+01 2.055529999999999902e+01 1.950119000000000113e+01 1.924869999999999948e+01 2.178259999999998087e+00 1.511390000000002232e+00 1.054109999999997882e+00 2.524900000000016576e-01 1.780278999999999945e+00 2.066332999999999920e-01 6.705880999999999648e-02 4.198703000000000157e-02 1.156172000000000033e-01 1.792230632064380824e+00 2.172422718245831941e-01 7.911886429188047520e-02 1.230050715379691212e-01
4.754999999999999782e-01 2.460476999999999848e+01 2.139524000000000115e+01 1.977221000000000117e+01 1.891044000000000125e+01 1.845196999999999932e+01 3.209529999999997329e+00 1.623029999999999973e+00 8.617699999999999250e-01 4.584700000000019315e-01 1.677740000000000009e+00 9.501727000000000090e-02 3.012625999999999846e-02 2.378960999999999923e-02 4.769484999999999697e-02 1.680428454055171272e+00 9.967885001263056266e-02 3.838667849058707143e-02 5.329863281993825475e-02
4.561999999999999944e-01 2.545448000000000022e+01 2.213495999999999952e+01 2.048628000000000071e+01 1.968984000000000023e+01 1.949128999999999934e+01 3.319520000000000692e+00 1.648679999999998813e+00 7.964400000000004809e-01 1.985500000000008924e-01 8.414454000000000100e-01 1.239817000000000002e-01 4.418679999999999830e-02 3.376592999999999956e-02 1.092923999999999979e-01 8.505303187518067354e-01 1.316204210186625867e-01 5.561125176621094929e-02 1.143895394104063185e-01
5.764000000000000234e-01 2.201626999999999867e+01 2.147467999999999932e+01 2.012324999999999875e+01 1.930656000000000105e+01 1.887087000000000003e+01 5.415899999999993497e-01 1.351430000000000575e+00 8.166899999999976956e-01 4.356900000000010209e-01 3.541168000000000093e-01 8.868666999999999523e-02 3.976077000000000083e-02 3.016049999999999981e-02 7.808333000000000634e-02 3.650534666017142826e-01 9.719179114864484603e-02 4.990565690623558620e-02 8.370580735014089557e-02
6.758999999999999453e-01 2.251622000000000057e+01 2.215339000000000169e+01 2.103415000000000035e+01 1.995391000000000048e+01 1.988877000000000095e+01 3.628299999999988756e-01 1.119240000000001345e+00 1.080239999999999867e+00 6.513999999999953161e-02 5.735980999999999996e-01 1.816457999999999962e-01 9.238633999999999735e-02 5.873308000000000001e-02 1.702584000000000042e-01 6.016726493544890531e-01 2.037901677614393503e-01 1.094751593051227212e-01 1.801041294830476869e-01
6.478000000000000425e-01 2.253940000000000055e+01 2.187613999999999947e+01 2.072201000000000093e+01 1.984806000000000026e+01 1.967101999999999862e+01 6.632600000000010709e-01 1.154129999999998546e+00 8.739500000000006708e-01 1.770400000000016405e-01 5.431591000000000058e-01 1.464067000000000007e-01 6.484160999999999397e-02 4.699364999999999792e-02 1.413233000000000128e-01 5.625448690706369437e-01 1.601229408682032229e-01 8.008019435362653815e-02 1.489317906399184599e-01
6.373999999999999666e-01 2.291353000000000151e+01 2.215388000000000090e+01 2.070422999999999902e+01 1.953713000000000122e+01 1.909932999999999836e+01 7.596500000000006025e-01 1.449650000000001882e+00 1.167099999999997806e+00 4.378000000000028535e-01 6.388093000000000243e-01 1.592851999999999879e-01 5.487597000000000308e-02 3.098414999999999850e-02 7.291733000000000242e-02 6.583685113259366561e-01 1.684729860318291417e-01 6.301896250069022321e-02 7.922723373658453749e-02
4.726000000000000201e-01 2.347359000000000151e+01 2.188907999999999987e+01 2.063732999999999862e+01 1.973740000000000094e+01 1.950358999999999909e+01 1.584510000000001639e+00 1.251750000000001251e+00 8.999299999999976762e-01 2.338100000000018497e-01 1.066783000000000037e+00 1.250244000000000077e-01 5.416311000000000042e-02 3.967376000000000236e-02 1.016195000000000015e-01 1.074084293565621406e+00 1.362524975192458687e-01 6.713903274109406238e-02 1.090895504289370460e-01
3.746999999999999775e-01 2.597822000000000031e+01 2.239386999999999972e+01 2.058063999999999893e+01 1.980197000000000074e+01 1.947031000000000134e+01 3.584350000000000591e+00 1.813230000000000786e+00 7.786699999999981969e-01 3.316599999999993997e-01 5.825740000000000363e-01 1.452311000000000019e-01 4.594937000000000327e-02 3.509694000000000008e-02 1.278202999999999978e-01 6.004036457944023075e-01 1.523266785911348564e-01 5.781989104763602533e-02 1.325512138362134884e-01
5.828999999999999737e-01 2.434719000000000122e+01 2.251604000000000028e+01 2.094400999999999868e+01 1.975551000000000101e+01 1.924539000000000044e+01 1.831150000000000944e+00 1.572030000000001593e+00 1.188499999999997669e+00 5.101200000000005730e-01 1.250664999999999916e+00 1.508445999999999954e-01 5.886501000000000233e-02 3.157871999999999763e-02 9.748084999999999389e-02 1.259728953217381431e+00 1.619233854372496006e-01 6.680048621932702102e-02 1.024681983522736650e-01
4.756000000000000227e-01 2.237071999999999861e+01 2.126353999999999900e+01 1.989239999999999853e+01 1.880384000000000100e+01 1.839406999999999925e+01 1.107179999999999609e+00 1.371140000000000470e+00 1.088559999999997530e+00 4.097700000000017440e-01 6.574841000000000157e-01 9.138243000000000060e-02 4.118440000000000295e-02 2.467812999999999951e-02 8.031273999999999358e-02 6.638042559862922243e-01 1.002342422332054145e-01 4.801213287968886245e-02 8.401872592823875219e-02
5.252999999999999892e-01 2.410306999999999888e+01 2.217132000000000147e+01 2.071661999999999892e+01 1.978606999999999871e+01 1.943348999999999904e+01 1.931749999999997414e+00 1.454700000000002547e+00 9.305500000000002103e-01 3.525799999999996714e-01 1.180382000000000042e+00 1.189845999999999959e-01 5.164462999999999693e-02 3.691905999999999660e-02 9.257463000000000497e-02 1.186363772609885459e+00 1.297093013048674914e-01 6.348373649306174316e-02 9.966483387293885443e-02
5.659999999999999476e-01 2.332924999999999827e+01 2.243853999999999971e+01 2.102044000000000068e+01 2.022622000000000142e+01 1.964414000000000016e+01 8.907099999999985585e-01 1.418099999999999028e+00 7.942199999999992599e-01 5.820800000000012631e-01 8.672961999999999616e-01 1.537364999999999982e-01 6.650361999999999940e-02 4.993140000000000078e-02 1.525143999999999944e-01 8.808164451045915611e-01 1.675041578748252824e-01 8.316174709001969423e-02 1.604798645105360300e-01
4.744999999999999774e-01 2.293665999999999983e+01 2.196750000000000114e+01 2.024491000000000085e+01 1.939750000000000085e+01 1.888741999999999877e+01 9.691599999999986892e-01 1.722590000000000288e+00 8.474099999999999966e-01 5.100800000000020873e-01 7.438635999999999582e-01 1.408407999999999882e-01 4.092590000000000117e-02 3.177946999999999717e-02 6.359987000000000279e-02 7.570793791602039580e-01 1.466664932268103017e-01 5.181567334591822421e-02 7.109766647012966123e-02
4.895999999999999797e-01 2.478567999999999927e+01 2.197838000000000136e+01 2.005855999999999995e+01 1.923914999999999864e+01 1.878099999999999881e+01 2.807299999999997908e+00 1.919820000000001414e+00 8.194100000000013040e-01 4.581499999999998352e-01 1.541385999999999923e+00 1.363956000000000057e-01 3.535017000000000020e-02 2.614199000000000037e-02 7.486768000000000589e-02 1.547408983008486949e+00 1.409020731514937785e-01 4.396632984670201250e-02 7.930052427154880845e-02
6.514999999999999680e-01 2.227680000000000149e+01 2.189179999999999993e+01 2.067779000000000167e+01 1.968480999999999881e+01 1.931359000000000137e+01 3.850000000000015632e-01 1.214009999999998257e+00 9.929800000000028604e-01 3.712199999999974409e-01 5.242936000000000263e-01 1.438346000000000069e-01 6.569419999999999427e-02 4.170143999999999934e-02 1.018402000000000057e-01 5.436654956479397560e-01 1.581269112795162524e-01 7.781219706263022007e-02 1.100474281122171549e-01
6.504999999999999671e-01 2.341187000000000040e+01 2.246788000000000096e+01 2.069178000000000139e+01 1.928115000000000023e+01 1.871544000000000096e+01 9.439899999999994407e-01 1.776099999999999568e+00 1.410630000000001161e+00 5.657099999999992690e-01 1.310546999999999906e+00 2.367431999999999870e-01 6.785123999999999322e-02 2.997359000000000134e-02 6.097994000000000331e-02 1.331758529897683729e+00 2.462745084570824861e-01 7.417686207319436342e-02 6.794828312688776240e-02
6.390000000000000124e-01 2.333868999999999971e+01 2.291837999999999909e+01 2.095189999999999841e+01 1.985076000000000107e+01 1.948836999999999975e+01 4.203100000000006276e-01 1.966480000000000672e+00 1.101139999999997343e+00 3.623900000000013222e-01 1.116621000000000086e+00 3.049887000000000015e-01 8.347749999999999615e-02 4.829048999999999842e-02 1.703050000000000119e-01 1.157523461865326730e+00 3.162065782584859708e-01 9.643891554082355266e-02 1.770191075828824456e-01
4.895999999999999797e-01 2.345039999999999836e+01 2.222663000000000011e+01 2.055681999999999832e+01 1.969235000000000113e+01 1.921368000000000009e+01 1.223769999999998248e+00 1.669810000000001793e+00 8.644699999999971851e-01 4.786700000000010391e-01 1.067315000000000014e+00 1.360804999999999931e-01 4.915635000000000143e-02 3.441220999999999863e-02 8.181383000000000405e-02 1.075955023086583306e+00 1.446867278832875414e-01 6.000455768028459258e-02 8.875642498632423105e-02
4.843000000000000083e-01 2.258055999999999841e+01 2.206988000000000127e+01 2.023141999999999996e+01 1.939056000000000068e+01 1.880214000000000141e+01 5.106799999999971362e-01 1.838460000000001315e+00 8.408599999999992747e-01 5.884199999999992770e-01 5.229648000000000074e-01 1.249813000000000035e-01 3.819161000000000084e-02 2.749185999999999991e-02 6.541544000000000525e-02 5.376918331058506695e-01 1.306863589824205918e-01 4.705742705090983080e-02 7.095760816609590627e-02
4.188999999999999946e-01 2.514033999999999835e+01 2.191423999999999950e+01 2.013980000000000103e+01 1.935161000000000087e+01 1.881427000000000049e+01 3.226099999999998857e+00 1.774439999999998463e+00 7.881900000000001683e-01 5.373400000000003729e-01 1.228517999999999999e+00 1.195159999999999972e-01 3.846730000000000288e-02 2.872680999999999846e-02 7.147892999999999608e-02 1.234317848278959184e+00 1.255540020281711300e-01 4.801002793236117117e-02 7.703549212357249654e-02
4.983000000000000207e-01 2.320484000000000080e+01 2.212816000000000116e+01 2.051564000000000121e+01 1.967924000000000007e+01 1.919349000000000061e+01 1.076679999999999637e+00 1.612519999999999953e+00 8.364000000000011426e-01 4.857499999999994600e-01 7.714976999999999530e-01 1.209587000000000023e-01 4.476996999999999921e-02 3.226119999999999682e-02 8.430777000000000410e-02 7.809223445458453039e-01 1.289781272909903131e-01 5.518274403507766879e-02 9.026951372314409583e-02
