# zs        u          g          r          i          z          u-g                     g-r                  r-i                  i-z                     eu          eg           er           ei           ez           eu-g                  eg-r                  er-i                   ei-z                  
4.788999999999999924e-01 2.368382000000000076e+01 2.147043000000000035e+01 1.987019000000000091e+01 1.909467000000000070e+01 1.876328000000000173e+01 2.213390000000000413e+00 1.600239999999999441e+00 7.755200000000002092e-01 3.313899999999989632e-01 1.336521999999999988e+00 1.047543999999999975e-01 2.985662999999999859e-02 2.437523999999999941e-02 6.307556999999999747e-02 1.340620953440367469e+00 1.089261340281426627e-01 3.854310158789118340e-02 6.762159311848915666e-02
9.890000000000000180e-02 2.478775999999999868e+01 2.117473000000000027e+01 1.983161000000000129e+01 1.909744999999999848e+01 1.876123000000000118e+01 3.613029999999998410e+00 1.343119999999998981e+00 7.341600000000028103e-01 3.362199999999972988e-01 2.157186999999999966e+00 1.150522999999999962e-01 4.077904999999999724e-02 3.347858000000000084e-02 8.875766000000000211e-02 2.160252944611878334e+00 1.220654031828531522e-01 5.276121906968127967e-02 9.486167575734681667e-02
3.815999999999999948e-01 2.436502000000000123e+01 2.177166000000000068e+01 2.039194000000000173e+01 1.947397000000000133e+01 1.891569000000000145e+01 2.593360000000000554e+00 1.379719999999998947e+00 9.179700000000003968e-01 5.582799999999998875e-01 1.364805999999999964e+00 1.166838000000000042e-01 4.436307999999999918e-02 2.939765000000000086e-02 6.059239000000000291e-02 1.369784846907878384e+00 1.248326561822923064e-01 5.321940146796936416e-02 6.734730545043803029e-02
5.048000000000000265e-01 2.276623000000000019e+01 2.118649999999999878e+01 1.958869999999999933e+01 1.874365999999999843e+01 1.817134000000000071e+01 1.579730000000001411e+00 1.597799999999999443e+00 8.450400000000009015e-01 5.723199999999977194e-01 1.217664999999999997e+00 1.047061999999999993e-01 3.714230000000000309e-02 2.733850000000000169e-02 6.340265999999999957e-02 1.222158516945915707e+00 1.110987793260123924e-01 4.611880344870192272e-02 6.904557101889736981e-02
5.131000000000000005e-01 2.357200999999999880e+01 2.185623999999999967e+01 2.041835000000000022e+01 1.955049999999999955e+01 1.920244999999999891e+01 1.715769999999999129e+00 1.437889999999999446e+00 8.678500000000006764e-01 3.480500000000006366e-01 1.205738999999999894e+00 1.408882999999999941e-01 4.607516999999999863e-02 3.364668999999999993e-02 8.827045999999999504e-02 1.213942358268254029e+00 1.482310168872186251e-01 5.705279168003087042e-02 9.446572847635113790e-02
4.401999999999999802e-01 2.490590999999999866e+01 2.115295000000000059e+01 1.968207999999999913e+01 1.889840999999999838e+01 1.860714000000000112e+01 3.752959999999998075e+00 1.470870000000001454e+00 7.836700000000007549e-01 2.912699999999972533e-01 1.736715999999999926e+00 9.450880000000000392e-02 3.084276999999999852e-02 2.437916000000000041e-02 6.590725999999999529e-02 1.739285594125771883e+00 9.941423307913661855e-02 3.931437273540683286e-02 7.027168962685613474e-02
6.793000000000000149e-01 2.156474000000000046e+01 2.137356000000000122e+01 2.043356999999999957e+01 1.940952000000000055e+01 1.895543999999999940e+01 1.911799999999992394e-01 9.399900000000016576e-01 1.024049999999999017e+00 4.540800000000011494e-01 5.058274999999999855e-01 1.371410999999999880e-01 8.290501000000000120e-02 4.340675000000000089e-02 1.096730000000000066e-01 5.240888675267392216e-01 1.602526817008380067e-01 9.358090953107156551e-02 1.179504678861533901e-01
4.991999999999999771e-01 2.179487999999999914e+01 2.154710999999999999e+01 1.963235999999999848e+01 1.880212999999999823e+01 1.838190000000000168e+01 2.477699999999991576e-01 1.914750000000001506e+00 8.302300000000002456e-01 4.202299999999965507e-01 4.441270999999999969e-01 1.601690000000000058e-01 3.423771999999999927e-02 2.617212000000000011e-02 5.523731999999999948e-02 4.721260313892997051e-01 1.637874538290353954e-01 4.309525885863547956e-02 6.112398372224114168e-02
3.306999999999999940e-01 2.248670999999999864e+01 2.042730999999999852e+01 1.882639999999999958e+01 1.802612999999999843e+01 1.756137999999999977e+01 2.059400000000000119e+00 1.600909999999998945e+00 8.002700000000011471e-01 4.647499999999986642e-01 1.242683999999999900e+00 6.209718000000000182e-02 2.383586000000000038e-02 1.741983999999999894e-02 4.988010999999999834e-02 1.244234537223570358e+00 6.651472006925986113e-02 2.952285635850975670e-02 5.283442248418827175e-02
5.165999999999999481e-01 2.476832999999999885e+01 2.327093999999999951e+01 2.123009000000000057e+01 2.023601999999999990e+01 1.961288000000000054e+01 1.497389999999999333e+00 2.040849999999998943e+00 9.940700000000006753e-01 6.231399999999993611e-01 1.523104000000000013e+00 3.573051999999999895e-01 8.283292000000000432e-02 4.806633999999999907e-02 1.239747999999999961e-01 1.564452875852462288e+00 3.667809953947537838e-01 9.576881369591042081e-02 1.329666276779087053e-01
5.140000000000000124e-01 2.389312999999999931e+01 2.147322000000000131e+01 1.981563999999999837e+01 1.894315999999999889e+01 1.847087000000000145e+01 2.419909999999998007e+00 1.657580000000002940e+00 8.724799999999994782e-01 4.722899999999974341e-01 2.587721000000000160e+00 1.252005999999999952e-01 4.109974999999999740e-02 2.662551999999999974e-02 7.788617999999999930e-02 2.590747993163626806e+00 1.317739719763447725e-01 4.897047850831049570e-02 8.231145333586814550e-02
5.109000000000000208e-01 2.339255999999999958e+01 2.257753999999999905e+01 2.078470000000000084e+01 1.992096000000000089e+01 1.937982999999999834e+01 8.150200000000005218e-01 1.792839999999998213e+00 8.637399999999999523e-01 5.411300000000025534e-01 9.318340000000000511e-01 1.797726000000000046e-01 5.280210999999999932e-02 3.697968000000000088e-02 9.015038999999999692e-02 9.490167497292975041e-01 1.873666206430913417e-01 6.446362969422758660e-02 9.744018447260092974e-02
4.986999999999999766e-01 2.270186999999999955e+01 2.198579000000000150e+01 2.051160000000000139e+01 1.955461000000000027e+01 1.924822999999999951e+01 7.160799999999980514e-01 1.474190000000000111e+00 9.569900000000011175e-01 3.063800000000007628e-01 7.336736000000000368e-01 1.809956000000000065e-01 5.478902000000000078e-02 3.439691999999999750e-02 8.763418000000000596e-02 7.556694770574765574e-01 1.891064354587659313e-01 6.469145861740017989e-02 9.414296367630881068e-02
6.102999999999999536e-01 2.450489999999999924e+01 2.300451999999999941e+01 2.095362000000000080e+01 1.963617999999999952e+01 1.911017999999999972e+01 1.500379999999999825e+00 2.050899999999998613e+00 1.317440000000001277e+00 5.259999999999998010e-01 1.745166999999999913e+00 2.914497999999999811e-01 6.684887000000000468e-02 2.992513999999999938e-02 7.504094999999999516e-02 1.769336272111392550e+00 2.990179883223029189e-01 7.324128224093635897e-02 8.078773533725337741e-02
5.129000000000000226e-01 2.231747999999999976e+01 2.152893999999999863e+01 1.994966000000000150e+01 1.914596999999999838e+01 1.863810000000000144e+01 7.885400000000011289e-01 1.579279999999997131e+00 8.036900000000031241e-01 5.078699999999969350e-01 1.053215000000000012e+00 1.818030999999999953e-01 6.497113000000000194e-02 4.759436999999999696e-02 1.224486999999999937e-01 1.068791000801658120e+00 1.930637586474657219e-01 8.053863538186999127e-02 1.313731638782704159e-01
4.702000000000000068e-01 2.463204999999999956e+01 2.153600000000000136e+01 1.990972999999999971e+01 1.911598000000000042e+01 1.874756000000000000e+01 3.096049999999998192e+00 1.626270000000001659e+00 7.937499999999992895e-01 3.684200000000004138e-01 1.642975999999999992e+00 9.284665000000000279e-02 3.293132000000000004e-02 2.714153000000000052e-02 6.268008999999999387e-02 1.645597349594432934e+00 9.851381757481993129e-02 4.267475234472134504e-02 6.830414579766735939e-02
5.133999999999999675e-01 2.451576999999999984e+01 2.226013999999999982e+01 2.079938999999999893e+01 1.989761999999999986e+01 1.972014000000000067e+01 2.255630000000000024e+00 1.460750000000000881e+00 9.017699999999990723e-01 1.774799999999991940e-01 1.570575999999999972e+00 2.073046000000000055e-01 6.253438000000000052e-02 4.481637000000000121e-02 1.425413000000000097e-01 1.584198273246489874e+00 2.165311660319234610e-01 7.693539953728258107e-02 1.494206452457855494e-01
7.281999999999999584e-01 2.563863999999999876e+01 2.239371999999999829e+01 2.112005999999999872e+01 2.022662000000000049e+01 1.951117999999999952e+01 3.244920000000000471e+00 1.273659999999999570e+00 8.934399999999982356e-01 7.154400000000009641e-01 1.242893999999999943e+00 2.128636999999999890e-01 1.092319000000000068e-01 7.225948000000000093e-02 1.796529000000000043e-01 1.260990265630028473e+00 2.392541802253410899e-01 1.309696164286984765e-01 1.936403804176195231e-01
5.493999999999999995e-01 2.363126000000000104e+01 2.162801999999999936e+01 2.024493999999999971e+01 1.948474999999999824e+01 1.938128999999999991e+01 2.003240000000001686e+00 1.383079999999999643e+00 7.601900000000014757e-01 1.034599999999983311e-01 1.112699000000000105e+00 1.016172999999999937e-01 3.437103999999999854e-02 2.753848000000000060e-02 9.063862999999999781e-02 1.117329468089108602e+00 1.072727553947021434e-01 4.404243716453484087e-02 9.472976896935461633e-02
5.107000000000000428e-01 2.474139999999999873e+01 2.177249000000000123e+01 2.031424000000000163e+01 1.942443000000000097e+01 1.885786999999999836e+01 2.968909999999997495e+00 1.458249999999999602e+00 8.898100000000006560e-01 5.665600000000026171e-01 2.260724999999999874e+00 1.569762000000000102e-01 6.169895999999999714e-02 4.225136000000000169e-02 1.017576000000000036e-01 2.266168363778702233e+00 1.686662059557918758e-01 7.477926909866931815e-02 1.101806996692687585e-01
4.932000000000000273e-01 2.442873000000000161e+01 2.205232000000000170e+01 2.023191999999999879e+01 1.932083000000000084e+01 1.880753999999999948e+01 2.376409999999999911e+00 1.820400000000002905e+00 9.110899999999979570e-01 5.132900000000013563e-01 2.461300000000000043e+00 1.869311999999999918e-01 5.179617000000000249e-02 3.009026000000000062e-02 7.149695999999999829e-02 2.468388333211255503e+00 1.939745260597610099e-01 5.990214498276752453e-02 7.757086460849330067e-02
4.278000000000000136e-01 2.425438000000000116e+01 2.295074999999999932e+01 2.060099999999999909e+01 1.948325000000000173e+01 1.897265000000000157e+01 1.303630000000001843e+00 2.349750000000000227e+00 1.117749999999997357e+00 5.106000000000001648e-01 2.898391000000000162e+00 4.897220999999999935e-01 8.842505000000000503e-02 4.581754999999999856e-02 1.297908999999999868e-01 2.939472422750281755e+00 4.976411605724676002e-01 9.959034770250077551e-02 1.376405667338393979e-01
5.096000000000000529e-01 2.319891000000000147e+01 2.226911000000000129e+01 2.089868999999999843e+01 1.997194999999999965e+01 1.945666999999999902e+01 9.298000000000001819e-01 1.370420000000002858e+00 9.267399999999987870e-01 5.152800000000006264e-01 8.747416999999999554e-01 1.431677000000000088e-01 6.024659999999999738e-02 3.981624000000000274e-02 1.002273999999999943e-01 8.863802976387618049e-01 1.553275350182639070e-01 7.221485843853465980e-02 1.078464866302912967e-01
6.555999999999999606e-01 2.263712999999999909e+01 2.218599000000000032e+01 2.053939000000000092e+01 1.936290999999999940e+01 1.891299000000000063e+01 4.511399999999987642e-01 1.646599999999999397e+00 1.176480000000001525e+00 4.499199999999987654e-01 8.508116000000000012e-01 2.000508000000000008e-01 6.869203999999999588e-02 3.674010999999999943e-02 9.860565999999999776e-02 8.740141310500648686e-01 2.115157652280358902e-01 7.790014147723801907e-02 1.052279044115566331e-01
5.960999999999999632e-01 2.385769000000000162e+01 2.195037999999999911e+01 2.040859000000000023e+01 1.949905000000000044e+01 1.930542000000000158e+01 1.907310000000002503e+00 1.541789999999998884e+00 9.095399999999997931e-01 1.936299999999988586e-01 1.785004000000000035e+00 1.584840999999999889e-01 5.639642000000000266e-02 3.457762999999999809e-02 1.104524999999999951e-01 1.792025806167090396e+00 1.682193988267298435e-01 6.615261661667889981e-02 1.157383568773416582e-01
5.018000000000000238e-01 2.377606000000000108e+01 2.161448000000000036e+01 2.015503000000000000e+01 1.928735999999999962e+01 1.889470999999999989e+01 2.161580000000000723e+00 1.459450000000000358e+00 8.676700000000003854e-01 3.926499999999997215e-01 2.146516000000000091e+00 1.570778999999999925e-01 5.898579999999999796e-02 4.257007000000000152e-02 9.405197999999999336e-02 2.152255655103363807e+00 1.677879354126809719e-01 7.274294097329925268e-02 1.032375212881697368e-01
5.006000000000000449e-01 2.458898999999999901e+01 2.230884999999999962e+01 2.061513000000000062e+01 1.982807000000000031e+01 1.952757000000000076e+01 2.280139999999999390e+00 1.693719999999999004e+00 7.870600000000003149e-01 3.004999999999995453e-01 1.337188000000000043e+00 1.696568999999999994e-01 5.092606999999999690e-02 3.901206000000000118e-02 9.473977000000000093e-02 1.347907716077629159e+00 1.771353390017217921e-01 6.415142579154807512e-02 1.024576246313396721e-01
4.227000000000000202e-01 2.640953000000000017e+01 2.187714000000000070e+01 2.032132000000000005e+01 1.954341000000000150e+01 1.895446000000000097e+01 4.532389999999999475e+00 1.555820000000000647e+00 7.779099999999985471e-01 5.889500000000005286e-01 5.502917000000000503e-01 1.799379000000000117e-01 5.230872999999999773e-02 3.770662000000000319e-02 7.530428999999999595e-02 5.789633865326028195e-01 1.873869021319870543e-01 6.448249705181476055e-02 8.421713177393598537e-02
5.733000000000000318e-01 2.367653999999999925e+01 2.249893000000000143e+01 2.078675000000000139e+01 1.988083999999999918e+01 1.938051000000000101e+01 1.177609999999997825e+00 1.712180000000000035e+00 9.059100000000022135e-01 5.003299999999981651e-01 1.565600000000000103e+00 2.160200999999999927e-01 6.714419000000000637e-02 4.011395000000000238e-02 1.173291000000000056e-01 1.580432865895926131e+00 2.262145571239085884e-01 7.821426490966083833e-02 1.239969624281679755e-01
5.120999999999999996e-01 2.610249999999999915e+01 2.193858000000000175e+01 2.027337999999999951e+01 1.945757000000000048e+01 1.913866000000000156e+01 4.163919999999997401e+00 1.665200000000002234e+00 8.158099999999990359e-01 3.189099999999989166e-01 9.458573999999999593e-01 1.619156999999999957e-01 5.097116000000000147e-02 3.414422999999999764e-02 1.035191000000000028e-01 9.596160247939015120e-01 1.697490885343293787e-01 6.135053051146746594e-02 1.090047361682184024e-01
4.554000000000000270e-01 2.220330999999999833e+01 2.179539000000000115e+01 2.016066000000000003e+01 1.938939999999999841e+01 1.887674000000000163e+01 4.079199999999971737e-01 1.634730000000001127e+00 7.712600000000016109e-01 5.126599999999967849e-01 4.635974999999999957e-01 1.127597999999999934e-01 3.863839000000000162e-02 2.850304999999999853e-02 7.112089000000000605e-02 4.771136285019429435e-01 1.191960472408045008e-01 4.801405045499285845e-02 7.661987244634775596e-02
5.957000000000000073e-01 2.529898999999999987e+01 2.198909000000000091e+01 2.021707999999999927e+01 1.912139000000000166e+01 1.858470000000000155e+01 3.309899999999998954e+00 1.772010000000001639e+00 1.095689999999997610e+00 5.366900000000001114e-01 1.304602000000000039e+00 1.688149999999999928e-01 4.894217000000000012e-02 3.059484000000000162e-02 5.689952000000000204e-02 1.315478955600962951e+00 1.757664365836347498e-01 5.771811014694175346e-02 6.460340247120116564e-02
4.557999999999999829e-01 2.556668000000000163e+01 2.185604000000000013e+01 1.994366000000000128e+01 1.912105000000000032e+01 1.865850000000000009e+01 3.710640000000001493e+00 1.912379999999998859e+00 8.226100000000009516e-01 4.625500000000002387e-01 1.137682000000000082e+00 1.367742999999999876e-01 3.721738000000000129e-02 2.641280999999999837e-02 6.884896999999999545e-02 1.145874138928220320e+00 1.417474603460478211e-01 4.563737400596686034e-02 7.374155681945560037e-02
5.966000000000000192e-01 2.228074000000000154e+01 2.129015000000000057e+01 1.968716999999999828e+01 1.879243999999999915e+01 1.844501999999999953e+01 9.905900000000009697e-01 1.602980000000002292e+00 8.947299999999991371e-01 3.474199999999996180e-01 5.731308000000000513e-01 7.353461000000000025e-02 2.703333000000000125e-02 1.849920000000000037e-02 5.718709000000000292e-02 5.778289130672609186e-01 7.834628133320049870e-02 3.275700431249628508e-02 6.010477238379745291e-02
3.595999999999999752e-01 2.495277000000000100e+01 2.270944000000000074e+01 2.124690999999999974e+01 1.976336999999999833e+01 1.935867000000000004e+01 2.243330000000000268e+00 1.462530000000000996e+00 1.483540000000001413e+00 4.046999999999982833e-01 1.528326000000000073e+00 3.249153000000000180e-01 1.222648000000000068e-01 4.406401000000000068e-02 1.364252999999999993e-01 1.562482100521503492e+00 3.471579373903613264e-01 1.299627573434793681e-01 1.433649171079525164e-01
5.248000000000000442e-01 2.389724999999999966e+01 2.295131999999999906e+01 2.076445999999999970e+01 1.984625000000000128e+01 1.941848999999999847e+01 9.459300000000006037e-01 2.186859999999999360e+00 9.182099999999984163e-01 4.277600000000028047e-01 1.437160999999999911e+00 3.765133999999999981e-01 6.179351000000000288e-02 3.924645999999999690e-02 9.082698000000000160e-02 1.485662842067660971e+00 3.815504924091700500e-01 7.320329569528752356e-02 9.894354409688385643e-02
7.671000000000000041e-01 2.189581000000000088e+01 2.244171000000000049e+01 2.058440999999999832e+01 1.958423000000000158e+01 1.886485000000000056e+01 -5.458999999999996078e-01 1.857300000000002171e+00 1.000179999999996738e+00 7.193800000000010186e-01 5.353115000000000512e-01 2.575707999999999886e-01 7.098870999999999654e-02 3.990351999999999788e-02 9.200142000000000042e-02 5.940548114819793613e-01 2.671743138104860638e-01 8.143517578942467694e-02 1.002823623096644051e-01
5.877000000000000002e-01 2.386005000000000109e+01 2.212828000000000017e+01 2.057979999999999876e+01 1.980488000000000071e+01 1.957000999999999991e+01 1.731770000000000920e+00 1.548480000000001411e+00 7.749199999999980548e-01 2.348700000000008004e-01 1.235284999999999966e+00 1.082565000000000055e-01 3.958753999999999745e-02 2.935952999999999827e-02 8.662171000000000454e-02 1.240019556707574688e+00 1.152677019615711840e-01 4.928646188429942204e-02 9.146202843336134758e-02
5.973000000000000531e-01 2.348447000000000173e+01 2.216340999999999894e+01 2.064953999999999823e+01 1.954841000000000051e+01 1.908692999999999884e+01 1.321060000000002788e+00 1.513870000000000715e+00 1.101129999999997722e+00 4.614800000000016666e-01 1.607170999999999905e+00 1.750072000000000016e-01 6.842049999999999521e-02 4.016476000000000074e-02 1.157501999999999975e-01 1.616671315788351437e+00 1.879065854942023883e-01 7.933834360577235456e-02 1.225206788501337074e-01
5.019000000000000128e-01 2.240777999999999892e+01 2.183383999999999858e+01 2.019240999999999886e+01 1.931948999999999828e+01 1.877536999999999878e+01 5.739400000000003388e-01 1.641429999999999723e+00 8.729200000000005844e-01 5.441199999999994930e-01 6.311605999999999606e-01 1.631283000000000039e-01 4.764398000000000244e-02 3.454527000000000292e-02 6.765794999999999448e-02 6.519007173283750678e-01 1.699434938181818289e-01 5.885001707402726795e-02 7.596692620855077793e-02
5.070999999999999952e-01 2.186511000000000138e+01 2.156897999999999982e+01 1.991401000000000110e+01 1.899146999999999963e+01 1.856753000000000142e+01 2.961300000000015586e-01 1.654969999999998720e+00 9.225400000000014700e-01 4.239399999999982072e-01 5.391308000000000211e-01 1.437064999999999870e-01 4.906093999999999733e-02 3.165199999999999958e-02 8.579578999999999678e-02 5.579548168542771691e-01 1.518503670589360088e-01 5.838514312463059797e-02 9.144816392757210144e-02
5.440000000000000391e-01 2.336606000000000094e+01 2.180821999999999861e+01 2.001169000000000153e+01 1.891531000000000162e+01 1.844343999999999895e+01 1.557840000000002334e+00 1.796529999999997074e+00 1.096379999999999910e+00 4.718700000000026762e-01 1.781735999999999986e+00 1.555924999999999947e-01 4.520786000000000249e-02 2.268654000000000157e-02 5.496477000000000307e-02 1.788516759706838766e+00 1.620270861986649324e-01 5.058092232206921890e-02 5.946263564898969511e-02
3.044000000000000039e-01 2.480893999999999977e+01 2.204986999999999853e+01 2.076302000000000092e+01 1.990278999999999954e+01 1.938650000000000162e+01 2.759070000000001244e+00 1.286849999999997607e+00 8.602300000000013824e-01 5.162899999999979173e-01 1.463832000000000022e+00 1.340823999999999905e-01 6.367074000000000344e-02 4.247096000000000204e-02 1.076627000000000001e-01 1.469959936261447941e+00 1.484319814659482151e-01 7.653591036545656645e-02 1.157369405791063705e-01
4.651000000000000134e-01 2.671850999999999843e+01 2.150411000000000072e+01 2.013185000000000002e+01 1.907452999999999932e+01 1.840703999999999851e+01 5.214399999999997704e+00 1.372260000000000701e+00 1.057320000000000704e+00 6.674900000000008049e-01 1.110122999999999971e+00 2.562097999999999876e-01 1.105628000000000027e-01 6.456774999999999320e-02 1.425397999999999943e-01 1.139305286894184421e+00 2.790476560730801303e-01 1.280356477075915711e-01 1.564819124502972725e-01
5.752000000000000446e-01 2.305970999999999904e+01 2.172860000000000014e+01 2.024017999999999873e+01 1.921882000000000090e+01 1.896408999999999878e+01 1.331109999999998905e+00 1.488420000000001409e+00 1.021359999999997825e+00 2.547300000000021214e-01 1.009384000000000059e+00 1.004638000000000059e-01 3.942908999999999997e-02 2.392390000000000141e-02 6.822456000000000353e-02 1.014371250857613704e+00 1.079241782394848859e-01 4.611947668217951379e-02 7.229760423695656690e-02
5.611000000000000432e-01 2.414130000000000109e+01 2.201228000000000051e+01 2.033229000000000042e+01 1.952832000000000079e+01 1.908972999999999942e+01 2.129020000000000579e+00 1.679990000000000094e+00 8.039699999999996294e-01 4.385900000000013677e-01 2.453221000000000096e+00 2.593280000000000030e-01 6.838784000000000529e-02 5.082600999999999786e-02 1.265525999999999873e-01 2.466889597534717371e+00 2.681937886004551186e-01 8.520668959879676430e-02 1.363775782864621033e-01
5.060999999999999943e-01 2.279457000000000022e+01 2.191025000000000134e+01 2.038188999999999851e+01 1.938387000000000171e+01 1.910189000000000092e+01 8.843199999999988847e-01 1.528360000000002827e+00 9.980199999999967986e-01 2.819800000000007856e-01 7.800732999999999695e-01 1.278322000000000069e-01 4.804528999999999744e-02 2.904396000000000061e-02 8.895838000000000356e-02 7.904779723241691647e-01 1.365628838595029926e-01 5.614179818696315993e-02 9.357961842573414568e-02
6.569000000000000394e-01 2.242733000000000132e+01 2.173529999999999873e+01 2.010253000000000156e+01 1.892701999999999884e+01 1.842907999999999902e+01 6.920300000000025875e-01 1.632769999999997168e+00 1.175510000000002719e+00 4.979399999999998272e-01 1.072800999999999894e+00 1.806750000000000023e-01 6.043845999999999941e-02 3.183980000000000143e-02 6.764459999999999917e-02 1.087908746736599985e+00 1.905157816879525512e-01 6.831237304626153195e-02 7.476339193214819046e-02
5.886000000000000121e-01 2.277395999999999887e+01 2.326026999999999845e+01 2.104768999999999934e+01 1.986058999999999841e+01 1.895867000000000147e+01 -4.863099999999995759e-01 2.212579999999999103e+00 1.187100000000000932e+00 9.019199999999969464e-01 1.197576999999999892e+00 5.739279999999999937e-01 1.185586000000000001e-01 5.436474000000000167e-02 9.209570000000000256e-02 1.328000007572665453e+00 5.860456388524361016e-01 1.304287797582558139e-01 1.069445787020436162e-01
3.200000000000000067e-01 2.252823000000000064e+01 2.134697999999999851e+01 1.985143000000000058e+01 1.891188000000000002e+01 1.849714000000000169e+01 1.181250000000002132e+00 1.495549999999997937e+00 9.395500000000005514e-01 4.147399999999983322e-01 9.712574000000000485e-01 1.197320999999999941e-01 4.710986999999999814e-02 3.035652999999999962e-02 8.352091000000000376e-02 9.786095814088323630e-01 1.286666841953537643e-01 5.604336504045594886e-02 8.886653656393389555e-02
7.082000000000000517e-01 2.493043000000000120e+01 2.246951999999999927e+01 2.094519999999999982e+01 2.003278999999999854e+01 1.983679000000000059e+01 2.460910000000001929e+00 1.524319999999999453e+00 9.124100000000012756e-01 1.959999999999979536e-01 2.108318000000000136e+00 3.901645000000000252e-01 1.219442000000000026e-01 8.254725000000000257e-02 2.518524999999999792e-01 2.144115931143708131e+00 4.087771091608359830e-01 1.472563628377480394e-01 2.650353377170910352e-01
4.991999999999999771e-01 2.344726999999999961e+01 2.245139999999999958e+01 2.057989999999999853e+01 1.973467000000000127e+01 1.920578000000000074e+01 9.958700000000000330e-01 1.871500000000001052e+00 8.452299999999972613e-01 5.288900000000005264e-01 1.128255999999999926e+00 1.885367000000000015e-01 5.196450999999999848e-02 3.469065000000000343e-02 8.198244000000000364e-02 1.143900209276530244e+00 1.955668620866789220e-01 6.248000877850930918e-02 8.902000710950376539e-02
5.936000000000000165e-01 2.482979999999999876e+01 2.221211999999999875e+01 2.081859000000000037e+01 2.003626999999999825e+01 1.950226999999999933e+01 2.617680000000000007e+00 1.393529999999998381e+00 7.823200000000021248e-01 5.339999999999989200e-01 1.546645000000000048e+00 1.573303000000000063e-01 7.081328000000000622e-02 4.920302000000000009e-02 1.147724999999999995e-01 1.554626507982894923e+00 1.725321533003295049e-01 8.622910066490778458e-02 1.248745928256440735e-01
5.462000000000000188e-01 2.287534000000000134e+01 2.134418000000000148e+01 1.984016000000000091e+01 1.902109000000000094e+01 1.859705999999999904e+01 1.531159999999999854e+00 1.504020000000000579e+00 8.190699999999999648e-01 4.240300000000019054e-01 1.066672000000000065e+00 1.280228999999999950e-01 4.063362999999999697e-02 3.335724000000000328e-02 7.371334999999999693e-02 1.074327239954572688e+00 1.343166215007915443e-01 5.257183035994181242e-02 8.090960034903212084e-02
5.453000000000000069e-01 2.490074999999999861e+01 2.188421999999999912e+01 1.960211999999999932e+01 1.860223999999999833e+01 1.811793000000000120e+01 3.016529999999999490e+00 2.282099999999999795e+00 9.998800000000009902e-01 4.843099999999971317e-01 3.045192999999999817e+00 3.290900999999999965e-01 5.120394999999999808e-02 3.270793999999999785e-02 7.587335000000000607e-02 3.062923554574453977e+00 3.330497536609395293e-01 6.075898151422635951e-02 8.262308744694851770e-02
5.332999999999999963e-01 2.390050000000000097e+01 2.176247000000000043e+01 1.987325999999999837e+01 1.893740000000000023e+01 1.852319999999999922e+01 2.138030000000000541e+00 1.889210000000002054e+00 9.358599999999981378e-01 4.142000000000010118e-01 2.112238000000000060e+00 1.472520999999999969e-01 4.115880999999999706e-02 2.566107999999999931e-02 6.565759000000000178e-02 2.117364529219853075e+00 1.528961366255736920e-01 4.850297586110052100e-02 7.049404337512851781e-02
5.835000000000000187e-01 2.521151000000000053e+01 2.266509999999999891e+01 2.076246000000000080e+01 1.980333999999999861e+01 1.982282000000000011e+01 2.546410000000001617e+00 1.902639999999998111e+00 9.591200000000021930e-01 -1.948000000000149612e-02 1.821863999999999928e+00 2.889697999999999989e-01 1.054033000000000053e-01 4.823038999999999799e-02 1.867475000000000107e-01 1.844638712541846193e+00 3.075929143574832048e-01 1.159138739342366331e-01 1.928750872347232415e-01
5.017000000000000348e-01 2.580763999999999925e+01 2.220845999999999876e+01 2.032883999999999958e+01 1.937865000000000038e+01 1.891426999999999836e+01 3.599180000000000490e+00 1.879619999999999180e+00 9.501899999999992019e-01 4.643800000000020134e-01 9.102274999999999672e-01 2.346061000000000119e-01 5.342032000000000030e-02 3.551739999999999758e-02 8.426727999999999996e-02 9.399755975095630545e-01 2.406112066095683899e-01 6.414995161075649766e-02 9.144648807558658499e-02
5.823000000000000398e-01 2.564562000000000097e+01 2.253115000000000023e+01 2.077085999999999899e+01 1.979357999999999862e+01 1.939183999999999841e+01 3.114470000000000738e+00 1.760290000000001243e+00 9.772800000000003706e-01 4.017400000000002080e-01 6.844924000000000008e-01 1.626903000000000099e-01 4.817690000000000167e-02 2.882252000000000078e-02 7.658339999999999592e-02 7.035609279741520394e-01 1.696736497152695755e-01 5.614046092401094729e-02 8.182759201339362409e-02
4.545000000000000151e-01 2.229219000000000150e+01 2.151961999999999975e+01 1.985645999999999844e+01 1.906574000000000169e+01 1.858437999999999946e+01 7.725700000000017553e-01 1.663160000000001304e+00 7.907199999999967588e-01 4.813600000000022305e-01 7.031834000000000140e-01 1.228382999999999975e-01 4.190805999999999698e-02 2.955239000000000130e-02 7.103655000000000386e-02 7.138320124388159993e-01 1.297903441703333882e-01 5.127991076119087915e-02 7.693851565123023539e-02
5.149000000000000243e-01 2.227597000000000094e+01 2.150525999999999982e+01 1.971293000000000006e+01 1.875923999999999836e+01 1.828079999999999927e+01 7.707100000000011164e-01 1.792329999999999757e+00 9.536900000000017030e-01 4.784399999999990882e-01 6.873532999999999449e-01 1.478425999999999907e-01 3.532061000000000228e-02 2.291446999999999928e-02 4.871820000000000317e-02 7.030732489546518416e-01 1.520032232077073164e-01 4.210247529721976301e-02 5.383805296090211218e-02
